url,short,page,title,author,desc,quarter,year
http://www.alternativ.nu/butik/åter/2013/åter-213.html,"Jordhydda, Haloumi, ricotta och mozzarella, Jakt 10: När vildsvinen kommer, Utflyttarbrev: Borrabo, Gunillas örter: Vårörter, Vilda växter 7: Björnloka, Fläta ett mobilt staket, Halmbalshuset Snäckan i ekobyn Utsikten, Vinbär",16,Gunillas örter: Vårörter,Gunilla Kvarnström,"Här följer några exempel på tidiga växter som passar bra att plocka nu i vår. Gran, älggräs, brännässla och daggkåpa är alla växter som är lätta att hitta och känna igen.",2,2013
http://www.alternativ.nu/butik/åter/2013/åter-213.html,"Jordhydda, Haloumi, ricotta och mozzarella, Jakt 10: När vildsvinen kommer, Utflyttarbrev: Borrabo, Gunillas örter: Vårörter, Vilda växter 7: Björnloka, Fläta ett mobilt staket, Halmbalshuset Snäckan i ekobyn Utsikten, Vinbär",18,"Vilda växter, del 7: Björnloka",Mattias Norberg,"Björnloka har förmodligen varit den mest intensivt använda vårgrönsaken bland Kanadensiska indianer. Skaft och stjälkar från de unga plantorna är saftiga, krispiga och goda med en smak som påminner om selleri.",2,2013
http://www.alternativ.nu/butik/åter/2013/åter-213.html,"Jordhydda, Haloumi, ricotta och mozzarella, Jakt 10: När vildsvinen kommer, Utflyttarbrev: Borrabo, Gunillas örter: Vårörter, Vilda växter 7: Björnloka, Fläta ett mobilt staket, Halmbalshuset Snäckan i ekobyn Utsikten, Vinbär",20,Fläta ett mobilt staket ,Mona Malmqvist Sjöstedt,"Så här gör du för att fläta ett stort eller litet mobilt staket att använda som växtstöd eller som skydd mot sol, vind, insyn eller sprättande hönor. ",2,2013
http://www.alternativ.nu/butik/åter/2013/åter-213.html,"Jordhydda, Haloumi, ricotta och mozzarella, Jakt 10: När vildsvinen kommer, Utflyttarbrev: Borrabo, Gunillas örter: Vårörter, Vilda växter 7: Björnloka, Fläta ett mobilt staket, Halmbalshuset Snäckan i ekobyn Utsikten, Vinbär",22,Sid 22: Halmbalshuset Snäckan i ekobyn Utsikten,Marie Hedberg,"Det är nu 12 år sedan vår ekobyförening hittade den plats på ön Orust där vi ville bygga vår ekoby. Det har varit en lång väg och först nu flyttar jag själv in i mitt hus. Jag ska här berätta lite om bygget av det men börjar från början, med en kort genomgång av byns historia.",2,2013
http://www.alternativ.nu/butik/åter/2013/åter-213.html,"Jordhydda, Haloumi, ricotta och mozzarella, Jakt 10: När vildsvinen kommer, Utflyttarbrev: Borrabo, Gunillas örter: Vårörter, Vilda växter 7: Björnloka, Fläta ett mobilt staket, Halmbalshuset Snäckan i ekobyn Utsikten, Vinbär",26,Vinbär,Kirsten Jensen,Vinbär i olika färger kan användas till mycket och är förstås en självklarhet i en husbehovsodling. Trädgårdsrådgivaren Kirsten Jensen som tidigare skrivit serien Udda grödor här i Åter berättar nu hur man på det bästa och mest rationella sättet odlar vinbär till husbehov eller för försäljning.,2,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",3,Kursreportage: Fönsterrenovering,Stina Pernholm,"Fönsterrenovering är en populär kurs som arrangeras av Slöjd & Byggnadsvård, Västra Götalandsregionen. Under året hålls minst tio olika kurser med tema fönster, från den enklaste nybörjarkursen i fönsterrenovering som hinns med på en dag, till flerdagarskurser i fönstertillverkning. Själv har jag nyligen flyttat ut till ett torp i Uddebo. Vind och kyla tränger in genom trasiga fönster. Jag har anmält mig till en nybörjarkurs i fönsterrenovering för att lära mig att ta hand om mina fönster.",3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",6,Reportage:  Bo i ett växthus -Hur det gåttt för familjen Solvarm,Petter Bergström,I Åter 4/06 skulle familjen Solvarm precis flytta ut i det timmerhus de byggt inuti ett stort växthus. Det var ett unikt och spännande husprojekt. På sommarens varmaste dag åkte vi dit för att se hur det gått för dem.,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",10,Jakt del 11: Ek -ett viktigt träd,Leif Häggström,Eken är ett träd som är viktigt för den biologiska mångfalden. Genom att gynna eken kan man gynna såväl jaktbart vilt som vilda djur i allmänhet. I artikeln beskrivs hur och varför jag medvetet planterade en frigjord yta med ek för att gynna floran samt högre och lägre djur på såväl kort som mycket lång sikt.,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",12,Ingmars utflyttarbrev,Ingmar Andersson,"I våras blev jag erbjuden att hyra ett gammalt hus vid en sjö, tackade ja och är nu mitt inne i ett utflyttaräventyr. Även om jag bott på landet tidigare tyckte Petter att jag nu uppfyller kriterierna för utflyttare och föreslog att jag skulle skriva ett utflyttarbrev om hur det är att flytta ut på landet ”på äldre dagar”...och eftersom jag nyss blev 70+ så kan jag väl försöka att beskriva mitt nya äventyr även om jag inte känner mig direkt gammal.",3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",16,Andelsodling -ger fler möjlighet att odla,Anders Ryberg,I slutet av maj ordnade länsstyrelsen i Västra Götaland en informationsträff om andelsodling hos Pernilla Toll och Håkan Johansson på gården Qvatroneröd i Svenshögen. Andelsodling eller ”Land Sharing” är mera vanligt utomlands än i Sverige och betyder att man hyr odlingsmark på en gård. ,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",17,Bredgrep,Jonas Ringqvist,Bredgrep är ett vanligt redskap för jordbearbetning på mindre grönsaksodlingar i USA. Ett lämpligt redskap även för svenska självhushållare där man odlar för lite för att skaffa traktor men för mycket för att spadvända.,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",18,Kom igång med lieslåtter,Rune Stenholm Jakobsen,"Alla kan lära sig skära med lie. Det är inte styrka som är viktigt utan teknik och den tekniken går snabbt att få in om man iakttagar och anpassar. Om man sedan vill bli duktig på att skära är det bara att fortsätta, prova sig fram, träna och anpassa lien efter sig själv.",3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",23,Gunillas örter: Grönt och svart örtté,Gunilla Kvarnström,Det finns en mängd örter att göra goda teer av och experimenterar man med blandningar blir möjligheterna ännu fler. Här är ett par av mina favoriter.,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-313.html,"Fönsterrenovering. Reportage: Bo i ett växthus. Jakt, del 11: Ek. Ingmars utflyttarbrev. Andelsodling. Bredgrep. Lieslåtter. Gunillas örter: Té. Enkel självhushållning.",24,Enkel självhushållning -Tips till ivriga nybörjare och jäktade barnfamiljer,Petter Bergström,Självhushållning är ett pussel som kan sättas ihop på så många sätt. Här är några tips och förslag för den som har begränsat med tid eller ork men ändå vill få lite egen mat på bordet.  ,3,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",3,Självförsörjande på kryddväxter,Lisbeth Almark,"När Petter frågade om jag ville skriva en artikel om hur man på enklast möjliga sätt blir självförsörjande på de mest använda örterna var min första tanke att nej, det är inte möjligt att göra på ett enkelt och bra sätt. Ändå gör jag ett försök och hoppas att denna artikel kan vara till någon hjälp för den som vill ge sig i kast med kryddväxt­odling för husbehov.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",6,Läsarbrev: Våra odlingar,Manon och Oliver Li,"Att ha egna grönsaker året om är en stor nåd, en lyx fler borde få uppleva. Så här odlar vi.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",8,"Jakt del 12: Summering, framtid och torkat kött",Leif Häggström,"Mycket har hänt under de år jag skrivit om jakt för Åter, här summerar jag upp och blickar framåt. Dessutom ger jag ett tips på hur man kan torka kött så det blir perfekt turmat eller kanske snacks.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",9,Gunillas örter: Örtolja och lotion,Gunilla Kvarnström,"Ringblomma, daggkåpa och styvmorsviol är tre klassiska hud-örter. Så här gör du en örtolja eller lotion av dem för torr hud, torra händer och fötter, eksem eller blöjstjärtar.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",10,Landskapsvård: Återskapa dina naturbetesmarker,Ingvar Claesson och Marina Bengtsson,"Landets tidigare artrika och varierade landskap av naturbetesmarker och slåtter­ängar har till stor del ersatts av skog, medan djuren ofta betar åkermark. Genom att återskapa naturbetesmarker av olika slag får vi miljöer som gynnar mångfalden av både växt- och djur­arter. Samtidigt skapar vi ett vackert och levande landskap av produktiva beten och kan använda åkrarna till mat och biobränsle.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",15,Warré-biodling: Biodling på nygammalt sätt,Stefan Breiholtz,"Det kommer att behövas många nya småskaliga biodlare framöver, för att få lokalt anpassade bin med en bredare genetisk bas. Har du så bara snuddat vid tanken att skaffa bin – så sätt igång och hjälp till! Jag vill här berätta om ett nygammalt sätt att hålla bin. Metoden utvecklades under början av 1900-talet och ger kanske inte samma höga avkastning som konventionell biodling, men är enklare och ger bina ett lite mer naturligt liv.",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",18,Ta vara på den grova ullen: Tovade fårfällar,Erik Torstensson,"95% av all ull i landet kastas. Vi har inte tid eller behov av att sitta och spinna för hand i stugorna, och det finns ingen infrastruktur för att lämna in ullen för beredning. Vad kan då småskaliga fårägare hitta på med sin ull, som både är användbart och inte tar för mycket tid? Tova fårfällar!",4,2013
http://www.alternativ.nu/butik/åter/2013/åter-413.html,"Självförsörjande på kryddväxter Läsarbrev: Våra odlingar Jakt del 12: Summering, framtid & torkat kött Örtolja och lotion Återskapa dina naturbetesmarker Biodling på nygammalt sätt Tovade fårfällar Utflyttarbrev: Sjöborgen",22,Utflyttarbrev: Malin & Peters väg till självhushållning på Sjöborgen,Peter Comstedt,"För elva månader sedan bestämde jag och Malin oss för att sälja vår tidskrävande restaurang och satsa 100% på fa⁠miljen, gården och självhushållning. Sedan dess har inte en dag gått som pla⁠nerat... ",4,2013
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,3,Kursreportage: Fönstertillverkning,Stina Pernholm,"Jag är på väg till en fönsterkurs igen som anordnas av Slöjd & Byggnadsvård, Västra Götalandsregionen. Den här gången ska jag lära mig att tillverka en fönsterbåge. Jag ser verkligen fram emot kursen. Det saknas just nu några innanfönster i vårt hus och det drar kallt hemma.",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,6,,Leif Häggström,"Jakt innehåller många delar. Mycket tid läggs på planering och förberedelser, inte minst åtgärder som gynnar djurens trivsel och födosök men även röjning och placering av pass. Själva jakten tar ofta många timmar i anspråk för varje fällt vilt. Men jakten kan bli såväl effektivare som säkrare beroende på hur man väljer att placera ut jägarna i markerna, vilka pass man väljer. I denna artikel kommer valet av pass samt säkerhet att tas upp. Avslutningsvis beskrivs hur märgben tas om hand på vår gård. ",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,8,Mie & Ericas nybörjarbrev,Mie Felth & Eric Wheeler,"Vi är två nybörjare med brist på både pengar och tid. Idén till den här serien föddes ur en önskan om att finna information om den där starten då man inte har en stark ekonomi att börja med. Hur skramlar man ihop till odlingar, djurhållning och att leva enklare då? Hur orkar man med att arbeta både borta och hemma i övergångsperioden? Och hur startar man ett självhushåll utan att ta i för mycket och bränna ut sig istället? Med 39 mils avstånd mellan oss, och när vi än så länge aldrig träffats utanför datorn, tänkte vi här stötta varandra i en slags offentlig brevväxling där vi utbyter finurliga idéer, frågar om råd och berättar hur livet är för två nybörjare. Vi hoppas på att inspirera andra, nya som gamla självhushållare. Att ta steget ut i det outforskade, att tänka större. Dela med oss av våra lyckliga framsteg och misstag, erfarenheterna vi samlar på oss och utmaningarna vi möter. Vi har inte svaren men vi räds inte heller frågorna! Så vill ni dela glädje och sorg med oss, förhoppningsvis dra på smilbanden eller skratta gott? Följ då våra steg in i en, för oss, ny värld!",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,10,Mördarsniglar: Knepen för att hålla mördarsniglarna i schack,Jeanette Thelander,"Vem har krupit i min rabatt? Vem har ätit av min sallad? Lagt ägg under mina stenar? Är svaret mördarsnigeln, så har du förmodligen redan upptäckt att du har problem. Men läget är inte hopplöst, det finns saker du kan göra för att minimera skadorna i odlingsland och rabatter!",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,12,Utflyttarbrev: Björklunda -Vägen från tryggheten,Daniel Sjöstrand,"Självhushållning och låga kostnader kan vara ett självändamål, men också ett sätt att göra det möjligt att arbeta med det man vill, även om det inte ger så stora intäkter i början. Här är vår väg från lönearbete till större självbestämmande med två företag.",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,15,"Gunillas örter:Muskelörter -Örter vid skador, smärta och värk.",Gunilla Kvarnström,"Det är främst tre växter jag använder, Slåttergubbe/hästfibbla (Arnica montana, den brukar kallas Arnika när den används mediciskt), Vallört (Symphytum officinale) och Kungsljus (Verbascum thapsus). ",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,16,"Läsarbrev från Tibbe, 18 år, på Gotland: Mitt framtida självhushåll",Tibbe Henricsson,"Jag är 18 år och bor på norra Gotland, bara några mil från den berömda Oj⁠nareskogen. Jag har egentligen varit intresserad av självhushållning till och från i hela mitt liv. Höns har jag varit otroligt intresserad av höns sedan jag var 3 år och odling började jag med när jag var 9 år. Nu går jag på lantbruksgymnasium och utbildar mig till bonde. Ett spännande yrke som bjuder på både glädje och sorg. ",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,18,Brev från Mandelmanns: Djupadal-en återblick,Marie & Gustav Mandelmann,"Med boken ""Självhushållning på Djupadal"" fick många Återläsare inspireras och ta del av Gustav och Marie Mandelmanns kunskap och liv. Så här gick det till när de för arton år sedan, likt så många av oss andra utflyttare, tog sina första stapplande steg som självhushållare. ",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,20,Spinna på spinnrock,Liesbeth Slegh-Keijser,"Gör något av din ull och få något vac⁠kert! Jag håller helhjärtat med Erik Torstensson, som skrev i förra numret om vad man kan göra med sin ull. Ett annat men lika tillfredsställande sätt att göra något med sin ull är att spinna. Att spinna ull är en kreativ och nyttig sysselsättning, särskilt när man har sina egna får. Det ger en stor tillfredsställelse att sticka något av sitt handgjorda garn.",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,22,En användbar läketrädgård - Odla och skörda örter till ditt eget hus­apotek,Lisbeth Almark,Det är inte svårare att odla växter till huskurer än att odla sina egna kryddväxter och kryddväxter är också läkeväxter. Det finns dessutom en hel del vildväxande örter som har förvånans­värd god effekt på många åkommor. ,1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,24,Landskapsvård: Skötsel av naturbetesmarker,Marina Bengtsson & Invgvar Claesson,"De svenska betesmarkerna är en resurs som använts under hundratals, ibland tusentals år. Vårt landskap har genomgått stora förändringar. Men det är framförallt de senaste hundra åren som samhällsutvecklingen gått fort och förändringen är så påtaglig att många arter är hotade idag. I denna artikel ska vi försöka beskriva hur du på bästa sätt sköter din betesmark så att artrikedomen bevaras och förhoppningsvis ökar.",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-nr-114-restex.html,Fönstertillverkning. Jakt del 13: Pass & märgben. Mie & Ericas nybörjarbrev. Mördarsniglar. Utflyttarbrev: Björklunda -Vägen från tryggheten. Gunillas örter: Muskelörter. Läsarbrev: Mitt fram­tida självhushåll. Läsarbrev: Djupadal -en Återblick. Spinna på spinnrock. En användbar läketrädgård. Skötsel av naturbetesmarker. Läsarbrev: Skräddaröd -Självhushållning i villa.,28,Läsarbrev: Skräddaröd -Självhushållning i villa,Stefan Breitholz,"När vi tvingades flytta till ett 1½ plans eluppvärmt 70-talshus med bara en liten vindpinad villatomt såg det mörkt ut för våra självhushållningsdrömmar. Nu, många år senare, tycker vi att vi med en del kreativa lösningar ändå fått till det väldigt bra. ",1,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,3,Utekök,Hans-Gunnar Samuelsson,"För Återläsare är maten och dess framställning ofta en viktig del i livet. Många tillbringar dessutom gärna mycket av sin tid utomhus, så vad kan vara mer passande än ett utekök? Här ger jag lite tips om hur man med enkla medel bygger ett både funktionellt och trevligt utekök att arbeta i och njuta av i sommar.",2,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,7,Laga och sälja mat utomhus -lättare än du tror,Per Nilsson,"Många som haft idéer om att sälja mat till gårdsbesökare, kursdeltagare eller turister har säkert lagt ned dem direkt med tanke på de krångliga livsmedelsreglerna. Dags att ta upp de gamla drömmarna igen, reglerna är nu lättare än någonsin, särskilt om man lagar maten utomhus!",2,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,8,"Vilda växter, del 8: Hagtorn",Mattias Norberg,Hagtorn förekommer vild i en stor del av landet och odlas även som häck i trädgårdar. Inte många vet att bladen och frukterna är ätbara och att den hårda veden är ett utmärkt virke för särskilt krävande detaljer.,2,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,10,"Utflyttarbrev, uppföljning: Backfors del 2",Jonas Nordlund,"Nu har det gått snart 4 år sedan vi satt och knåpade ihop det förra brevet om vår gård och vårt liv till Åter nr 4/10. Därför känns det nu dags att återigen skriva några rader om oss på Backfors i Västerbotten. Här på vår lilla gård försöker vi leva på det gården kan ge oss utan att för den skull tära på dess resurser på ett onödigt sätt. Vi vill istället odla vår egen mat utan gifter och maskiner, utan att odla stora fält med bara en gröda och utan att göra djurens liv till en plåga. Vår filosofi är att dra ned så mycket som möjligt på utgifterna och istället klara oss på lite mindre, så vi kan få tillbaks lite mer.",2,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,14,Barnbarn i odlingen: Odlings­lådor,Bengt Torstensson,Jag vill beskriva odlingslådorna jag gjorde med barnbarnen i förra sommaren.,2,2014
http://www.alternativ.nu/butik/åter/2014/åter-214.html,Utekök. Blåbärstry. Slåtterängen. Blöjor av tröjor. Sju goda vilda växter. Björk. Utflyttarbrev: Biberget. Laga & sälja mat utomhus. Hagtorn. Utflyttarbrev: Backfors del 2. Barnbarn i odlingen: Odlingslådor. Kråkjakt med uvbulvan,15,Jakt del 14: Kråkjakt med uvbulvan,Leif Häggström,Kråkfåglarna gynnas av vårt moderna samhälle. De är fler i modern tid än någon­sin tidigare. I många fall kan kråkfåglar orsaka problem på gårdar och i samhällen. Men även i fågelskyddsområden kan dessa fenomenala boplundrare orsaka stor skada. Denna artikel kommer att handla om hur man kan jaga kråkfågel genom att använda en uvbulvan!,2,2014
